"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Alcan","Alaska","3104","US-Canada Border","2019-02-01T00:00:00.000","Trucks","397","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Eagle Pass","Texas","2303","US-Mexico Border","2019-02-01T00:00:00.000","Trucks","14246","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Nogales","Arizona","2604","US-Mexico Border","2019-02-01T00:00:00.000","Trucks","30784","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Porthill","Idaho","3308","US-Canada Border","2019-02-01T00:00:00.000","Trucks","274","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Baudette","Minnesota","3424","US-Canada Border","2019-02-01T00:00:00.000","Trucks","499","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Point Roberts","Washington","3017","US-Canada Border","2019-02-01T00:00:00.000","Trucks","729","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-02-01T00:00:00.000","Trucks","2727","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Trout River","New York","0715","US-Canada Border","2019-02-01T00:00:00.000","Trucks","1034","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Trains","10","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Opheim","Montana","3317","US-Canada Border","2019-01-01T00:00:00.000","Trucks","86","48.999527","-106.377583","POINT (-106.377583 48.999527)"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Trucks","440","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Jackman","Maine","0104","US-Canada Border","2019-01-01T00:00:00.000","Trucks","7395","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Carbury","North Dakota","3421","US-Canada Border","2019-01-01T00:00:00.000","Trucks","158","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Derby Line","Vermont","0209","US-Canada Border","2019-01-01T00:00:00.000","Trucks","6991","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Dalton Cache","Alaska","3106","US-Canada Border","2019-01-01T00:00:00.000","Trucks","68","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Detroit","Michigan","3801","US-Canada Border","2019-01-01T00:00:00.000","Trucks","127021","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Ferry","Washington","3013","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4","49.000083","-118.761166","POINT (-118.761166 49.000083)"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Trains","31","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Noonan","North Dakota","3420","US-Canada Border","2019-01-01T00:00:00.000","Trucks","202","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Alexandria Bay","New York","0708","US-Canada Border","2019-01-01T00:00:00.000","Trucks","15162","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Highgate Springs","Vermont","0212","US-Canada Border","2019-01-01T00:00:00.000","Trucks","8184","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Trucks","73144","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Northgate","North Dakota","3406","US-Canada Border","2019-01-01T00:00:00.000","Trucks","764","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Douglas","Arizona","2601","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","2346","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Neche","North Dakota","3404","US-Canada Border","2019-01-01T00:00:00.000","Trucks","575","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Del Rio","Texas","2302","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","6626","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Warroad","Minnesota","3423","US-Canada Border","2019-01-01T00:00:00.000","Trucks","534","48.999","-95.376555","POINT (-95.376555 48.999)"
"Scobey","Montana","3309","US-Canada Border","2019-01-01T00:00:00.000","Trucks","19","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Trains","41","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Pembina","North Dakota","3401","US-Canada Border","2019-01-01T00:00:00.000","Trains","124","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Portal","North Dakota","3403","US-Canada Border","2019-01-01T00:00:00.000","Trains","173","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Port Angeles","Washington","3007","US-Canada Border","2019-01-01T00:00:00.000","Trucks","17","48.121858","-123.430694","POINT (-123.430694 48.121858)"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Trucks","670","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Ogdensburg","New York","0701","US-Canada Border","2019-01-01T00:00:00.000","Trucks","3356","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Alcan","Alaska","3104","US-Canada Border","2019-01-01T00:00:00.000","Trucks","456","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Columbus","New Mexico","2406","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","863","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Van Buren","Maine","0108","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1573","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Porthill","Idaho","3308","US-Canada Border","2019-01-01T00:00:00.000","Trucks","390","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Houlton","Maine","0106","US-Canada Border","2019-01-01T00:00:00.000","Trucks","7601","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Trains","32","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2019-01-01T00:00:00.000","Trucks","3386","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Trains","199","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"St John","North Dakota","3405","US-Canada Border","2019-01-01T00:00:00.000","Trucks","142","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Nogales","Arizona","2604","US-Mexico Border","2019-01-01T00:00:00.000","Trains","70","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2019-01-01T00:00:00.000","Trains","29","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Limestone","Maine","0118","US-Canada Border","2019-01-01T00:00:00.000","Trucks","15","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Bridgewater","Maine","0127","US-Canada Border","2019-01-01T00:00:00.000","Trucks","376","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"Frontier","Washington","3020","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1962","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Vanceboro","Maine","0105","US-Canada Border","2019-01-01T00:00:00.000","Trains","26","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Sweetgrass","Montana","3310","US-Canada Border","2019-01-01T00:00:00.000","Trucks","11571","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Pembina","North Dakota","3401","US-Canada Border","2019-01-01T00:00:00.000","Trucks","18459","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Skagway","Alaska","3103","US-Canada Border","2019-01-01T00:00:00.000","Trucks","176","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Blaine","Washington","3004","US-Canada Border","2019-01-01T00:00:00.000","Trucks","30777","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Piegan","Montana","3316","US-Canada Border","2019-01-01T00:00:00.000","Trucks","219","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Trucks","12137","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Point Roberts","Washington","3017","US-Canada Border","2019-01-01T00:00:00.000","Trucks","865","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Laredo","Texas","2304","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","195640","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Westhope","North Dakota","3419","US-Canada Border","2019-01-01T00:00:00.000","Trucks","626","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Massena","New York","0704","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1967","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2019-01-01T00:00:00.000","Trains","152","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Pinecreek","Minnesota","3425","US-Canada Border","2019-01-01T00:00:00.000","Trucks","12","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Trains","71","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Hidalgo","Texas","2305","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","58510","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Baudette","Minnesota","3424","US-Canada Border","2019-01-01T00:00:00.000","Trucks","519","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Nogales","Arizona","2604","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","34316","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"El Paso","Texas","2402","US-Mexico Border","2019-01-01T00:00:00.000","Trains","123","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Port Huron","Michigan","3802","US-Canada Border","2019-01-01T00:00:00.000","Trains","283","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Richford","Vermont","0203","US-Canada Border","2019-01-01T00:00:00.000","Trains","19","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Naco","Arizona","2603","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","241","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Metaline Falls","Washington","3025","US-Canada Border","2019-01-01T00:00:00.000","Trucks","487","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"Beecher Falls","Vermont","0206","US-Canada Border","2019-01-01T00:00:00.000","Trucks","891","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Sherwood","North Dakota","3414","US-Canada Border","2019-01-01T00:00:00.000","Trucks","437","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Fort Kent","Maine","0110","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1418","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Roosville","Montana","3318","US-Canada Border","2019-01-01T00:00:00.000","Trucks","797","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"San Luis","Arizona","2608","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","2999","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Fortuna","North Dakota","3417","US-Canada Border","2019-01-01T00:00:00.000","Trucks","256","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Brownsville","Texas","2301","US-Mexico Border","2019-01-01T00:00:00.000","Trains","85","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Eagle Pass","Texas","2303","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","15227","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Fort Fairfield","Maine","0107","US-Canada Border","2019-01-01T00:00:00.000","Trucks","524","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"International Falls","Minnesota","3604","US-Canada Border","2019-01-01T00:00:00.000","Trains","389","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Trucks","21","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Calais","Maine","0115","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4584","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Grand Portage","Minnesota","3613","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1034","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"International Falls","Minnesota","3604","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1426","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Hannah","North Dakota","3408","US-Canada Border","2019-01-01T00:00:00.000","Trucks","7","49.000138","-98.693777","POINT (-98.693777 49.000138)"
"Raymond","Montana","3301","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1690","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Trucks","940","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Otay Mesa","California","2506","US-Mexico Border","2019-01-01T00:00:00.000","Trains","39","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1081","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Northgate","North Dakota","3406","US-Canada Border","2019-01-01T00:00:00.000","Trains","18","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Port Huron","Michigan","3802","US-Canada Border","2019-01-01T00:00:00.000","Trucks","67543","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Calexico East","California","2507","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","33715","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Maida","North Dakota","3416","US-Canada Border","2019-01-01T00:00:00.000","Trucks","68","49.00025","-98.36525","POINT (-98.36525 49.00025)"
"Wildhorse","Montana","3323","US-Canada Border","2019-01-01T00:00:00.000","Trucks","244","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Otay Mesa","California","2506","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","76763","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Roseau","Minnesota","3426","US-Canada Border","2019-01-01T00:00:00.000","Trucks","163","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Sarles","North Dakota","3409","US-Canada Border","2019-01-01T00:00:00.000","Trucks","131","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Lancaster","Minnesota","3430","US-Canada Border","2019-01-01T00:00:00.000","Trucks","397","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Calexico East","California","2507","US-Mexico Border","2019-01-01T00:00:00.000","Trains","20","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","9733","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Eastport","Maine","0103","US-Canada Border","2019-01-01T00:00:00.000","Trucks","184","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Turner","Montana","3306","US-Canada Border","2019-01-01T00:00:00.000","Trucks","22","48.999527","-108.387916","POINT (-108.387916 48.999527)"
"Presidio","Texas","2403","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","823","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Morgan","Montana","3319","US-Canada Border","2019-01-01T00:00:00.000","Trucks","19","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"El Paso","Texas","2402","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","71216","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Danville","Washington","3012","US-Canada Border","2019-01-01T00:00:00.000","Trucks","60","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Eagle Pass","Texas","2303","US-Mexico Border","2019-01-01T00:00:00.000","Trains","280","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Madawaska","Maine","0109","US-Canada Border","2019-01-01T00:00:00.000","Trucks","175","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Trout River","New York","0715","US-Canada Border","2019-01-01T00:00:00.000","Trains","52","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Rio Grande City","Texas","2307","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","3174","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Sumas","Washington","3009","US-Canada Border","2019-01-01T00:00:00.000","Trains","12","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Oroville","Washington","3019","US-Canada Border","2019-01-01T00:00:00.000","Trucks","2500","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Vanceboro","Maine","0105","US-Canada Border","2019-01-01T00:00:00.000","Trucks","37","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Tecate","California","2505","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","4866","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Del Bonita","Montana","3322","US-Canada Border","2019-01-01T00:00:00.000","Trucks","61","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2019-01-01T00:00:00.000","Trucks","25358","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Detroit","Michigan","3801","US-Canada Border","2019-01-01T00:00:00.000","Trains","150","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Trucks","4441","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Antler","North Dakota","3413","US-Canada Border","2019-01-01T00:00:00.000","Trucks","71","48.999472","-101.296055","POINT (-101.296055 48.999472)"
"Laurier","Washington","3016","US-Canada Border","2019-01-01T00:00:00.000","Trains","13","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Roma","Texas","2310","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","841","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Brownsville","Texas","2301","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","22372","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Norton","Vermont","0211","US-Canada Border","2019-01-01T00:00:00.000","Trains","19","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Lukeville","Arizona","2602","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","24","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Progreso","Texas","2309","US-Mexico Border","2019-01-01T00:00:00.000","Trucks","4608","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Walhalla","North Dakota","3407","US-Canada Border","2019-01-01T00:00:00.000","Trucks","562","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Dunseith","North Dakota","3422","US-Canada Border","2019-01-01T00:00:00.000","Trucks","1969","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Eastport","Idaho","3302","US-Canada Border","2019-01-01T00:00:00.000","Trains","118","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Jackman","Maine","0104","US-Canada Border","2019-01-01T00:00:00.000","Trains","46","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Hansboro","North Dakota","3415","US-Canada Border","2019-01-01T00:00:00.000","Trucks","12","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Boundary","Washington","3015","US-Canada Border","2019-01-01T00:00:00.000","Trains","26","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Portal","North Dakota","3403","US-Canada Border","2019-01-01T00:00:00.000","Trucks","6779","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Laredo","Texas","2304","US-Mexico Border","2019-01-01T00:00:00.000","Trains","377","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2019-01-01T00:00:00.000","Trucks","3362","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","8109","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Sweetgrass","Montana","3310","US-Canada Border","2018-12-01T00:00:00.000","Trucks","9816","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"El Paso","Texas","2402","US-Mexico Border","2018-12-01T00:00:00.000","Trains","127","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Columbus","New Mexico","2406","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","1663","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Fort Kent","Maine","0110","US-Canada Border","2018-12-01T00:00:00.000","Trucks","1142","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Raymond","Montana","3301","US-Canada Border","2018-12-01T00:00:00.000","Trucks","1327","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Otay Mesa","California","2506","US-Mexico Border","2018-12-01T00:00:00.000","Trains","16","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Port Angeles","Washington","3007","US-Canada Border","2018-12-01T00:00:00.000","Trucks","31","48.121858","-123.430694","POINT (-123.430694 48.121858)"
"Vanceboro","Maine","0105","US-Canada Border","2018-12-01T00:00:00.000","Trains","22","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Opheim","Montana","3317","US-Canada Border","2018-12-01T00:00:00.000","Trucks","17","48.999527","-106.377583","POINT (-106.377583 48.999527)"
"Warroad","Minnesota","3423","US-Canada Border","2018-12-01T00:00:00.000","Trucks","348","48.999","-95.376555","POINT (-95.376555 48.999)"
"Van Buren","Maine","0108","US-Canada Border","2018-12-01T00:00:00.000","Trucks","1204","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Calexico East","California","2507","US-Mexico Border","2018-12-01T00:00:00.000","Trains","20","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Jackman","Maine","0104","US-Canada Border","2018-12-01T00:00:00.000","Trains","18","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Noonan","North Dakota","3420","US-Canada Border","2018-12-01T00:00:00.000","Trucks","180","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Skagway","Alaska","3103","US-Canada Border","2018-12-01T00:00:00.000","Trucks","97","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Calais","Maine","0115","US-Canada Border","2018-12-01T00:00:00.000","Trains","11","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Lukeville","Arizona","2602","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","20","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Sumas","Washington","3009","US-Canada Border","2018-12-01T00:00:00.000","Trucks","10154","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Norton","Vermont","0211","US-Canada Border","2018-12-01T00:00:00.000","Trains","16","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Norton","Vermont","0211","US-Canada Border","2018-12-01T00:00:00.000","Trucks","881","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Westhope","North Dakota","3419","US-Canada Border","2018-12-01T00:00:00.000","Trucks","606","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Danville","Washington","3012","US-Canada Border","2018-12-01T00:00:00.000","Trucks","44","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"Oroville","Washington","3019","US-Canada Border","2018-12-01T00:00:00.000","Trucks","2014","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Laredo","Texas","2304","US-Mexico Border","2018-12-01T00:00:00.000","Trains","363","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Richford","Vermont","0203","US-Canada Border","2018-12-01T00:00:00.000","Trucks","380","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Carbury","North Dakota","3421","US-Canada Border","2018-12-01T00:00:00.000","Trucks","203","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Derby Line","Vermont","0209","US-Canada Border","2018-12-01T00:00:00.000","Trucks","6368","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Roseau","Minnesota","3426","US-Canada Border","2018-12-01T00:00:00.000","Trucks","227","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-12-01T00:00:00.000","Trucks","22115","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Calais","Maine","0115","US-Canada Border","2018-12-01T00:00:00.000","Trucks","4504","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Nogales","Arizona","2604","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","28352","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Sarles","North Dakota","3409","US-Canada Border","2018-12-01T00:00:00.000","Trucks","85","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Ferry","Washington","3013","US-Canada Border","2018-12-01T00:00:00.000","Trucks","6","49.000083","-118.761166","POINT (-118.761166 49.000083)"
"Eagle Pass","Texas","2303","US-Mexico Border","2018-12-01T00:00:00.000","Trains","316","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Wildhorse","Montana","3323","US-Canada Border","2018-12-01T00:00:00.000","Trucks","83","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Beecher Falls","Vermont","0206","US-Canada Border","2018-12-01T00:00:00.000","Trucks","698","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Progreso","Texas","2309","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","3594","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Sweetgrass","Montana","3310","US-Canada Border","2018-12-01T00:00:00.000","Trains","28","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Rio Grande City","Texas","2307","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","2793","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Otay Mesa","California","2506","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","69625","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Frontier","Washington","3020","US-Canada Border","2018-12-01T00:00:00.000","Trucks","1651","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Morgan","Montana","3319","US-Canada Border","2018-12-01T00:00:00.000","Trucks","15","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Detroit","Michigan","3801","US-Canada Border","2018-12-01T00:00:00.000","Trucks","108412","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Calexico East","California","2507","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","29704","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Northgate","North Dakota","3406","US-Canada Border","2018-12-01T00:00:00.000","Trucks","804","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"San Luis","Arizona","2608","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","2378","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2018-12-01T00:00:00.000","Trucks","2794","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2018-12-01T00:00:00.000","Trains","29","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Trout River","New York","0715","US-Canada Border","2018-12-01T00:00:00.000","Trucks","897","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Point Roberts","Washington","3017","US-Canada Border","2018-12-01T00:00:00.000","Trucks","962","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Port Huron","Michigan","3802","US-Canada Border","2018-12-01T00:00:00.000","Trains","243","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Portal","North Dakota","3403","US-Canada Border","2018-12-01T00:00:00.000","Trains","171","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Tecate","California","2505","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","4292","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Hidalgo","Texas","2305","US-Mexico Border","2018-12-01T00:00:00.000","Trucks","48154","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Dunseith","North Dakota","3422","US-Canada Border","2018-12-01T00:00:00.000","Trucks","1592","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Piegan","Montana","3316","US-Canada Border","2018-12-01T00:00:00.000","Trucks","193","48.998083","-113.378777","POINT (-113.378777 48.998083)"
