"port_name","state","port_code","border","date","measure","value","latitude","longitude","point"
"Portal","North Dakota","3403","US-Canada Border","2024-12-01T00:00:00.000","Trains","119","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Highgate Springs","Vermont","0212","US-Canada Border","2024-12-01T00:00:00.000","Trains","17","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Laredo","Texas","2304","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","219326","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Pembina","North Dakota","3401","US-Canada Border","2024-12-01T00:00:00.000","Trucks","18864","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Del Bonita","Montana","3322","US-Canada Border","2024-12-01T00:00:00.000","Trucks","58","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Brownsville","Texas","2301","US-Mexico Border","2024-12-01T00:00:00.000","Trains","80","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Calexico East","California","2507","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","35892","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Douglas","Arizona","2601","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","2386","31.334043","-109.560344","POINT (-109.560344 31.334043)"
"Eastport","Idaho","3302","US-Canada Border","2024-12-01T00:00:00.000","Trains","104","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Trout River","New York","0715","US-Canada Border","2024-12-01T00:00:00.000","Trains","48","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Metaline Falls","Washington","3025","US-Canada Border","2024-12-01T00:00:00.000","Trucks","540","48.999972","-117.299444","POINT (-117.299444 48.999972)"
"Point Roberts","Washington","3017","US-Canada Border","2024-12-01T00:00:00.000","Trucks","792","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Ferry","Washington","3013","US-Canada Border","2024-12-01T00:00:00.000","Trucks","4","49.000083","-118.761166","POINT (-118.761166 49.000083)"
"Walhalla","North Dakota","3407","US-Canada Border","2024-12-01T00:00:00.000","Trucks","427","49.000472","-97.908416","POINT (-97.908416 49.000472)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2024-12-01T00:00:00.000","Trucks","2740","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Rio Grande City","Texas","2307","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","3345","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Progreso","Texas","2309","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","3494","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Richford","Vermont","0203","US-Canada Border","2024-12-01T00:00:00.000","Trains","16","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2024-12-01T00:00:00.000","Trains","30","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Madawaska","Maine","0109","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1166","47.360052","-68.328684","POINT (-68.328684 47.360052)"
"Del Rio","Texas","2302","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","5344","29.326784","-100.927612","POINT (-100.927612 29.326784)"
"Port Huron","Michigan","3802","US-Canada Border","2024-12-01T00:00:00.000","Trains","252","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Naco","Arizona","2603","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","255","31.334084","-109.948413","POINT (-109.948413 31.334084)"
"Laredo","Texas","2304","US-Mexico Border","2024-12-01T00:00:00.000","Trains","338","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Roseau","Minnesota","3426","US-Canada Border","2024-12-01T00:00:00.000","Trucks","141","48.999538","-95.766469","POINT (-95.766469 48.999538)"
"Skagway","Alaska","3103","US-Canada Border","2024-12-01T00:00:00.000","Trucks","175","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Richford","Vermont","0203","US-Canada Border","2024-12-01T00:00:00.000","Trucks","140","45.01174","-72.588559","POINT (-72.588559 45.01174)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2024-12-01T00:00:00.000","Trucks","22213","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Ysleta","Texas","2401","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","51208","31.6731261376859","-106.335449846028","POINT (-106.335449846028 31.6731261376859)"
"Brownsville","Texas","2301","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","20102","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Noonan","North Dakota","3420","US-Canada Border","2024-12-01T00:00:00.000","Trucks","116","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Lukeville","Arizona","2602","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","50","31.880195","-112.817077","POINT (-112.817077 31.880195)"
"Blaine","Washington","3004","US-Canada Border","2024-12-01T00:00:00.000","Trucks","27249","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Jackman","Maine","0104","US-Canada Border","2024-12-01T00:00:00.000","Trains","31","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Otay Mesa","California","2506","US-Mexico Border","2024-12-01T00:00:00.000","Trains","14","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Boundary","Washington","3015","US-Canada Border","2024-12-01T00:00:00.000","Trucks","21","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"International Falls","Minnesota","3604","US-Canada Border","2024-12-01T00:00:00.000","Trains","313","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Carbury","North Dakota","3421","US-Canada Border","2024-12-01T00:00:00.000","Trucks","73","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Highgate Springs","Vermont","0212","US-Canada Border","2024-12-01T00:00:00.000","Trucks","7495","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Calais","Maine","0115","US-Canada Border","2024-12-01T00:00:00.000","Trains","12","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Opheim","Montana","3317","US-Canada Border","2024-12-01T00:00:00.000","Trucks","4","48.999527","-106.377583","POINT (-106.377583 48.999527)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2024-12-01T00:00:00.000","Trains","52","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Laurier","Washington","3016","US-Canada Border","2024-12-01T00:00:00.000","Trains","6","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Sweetgrass","Montana","3310","US-Canada Border","2024-12-01T00:00:00.000","Trains","35","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Wildhorse","Montana","3323","US-Canada Border","2024-12-01T00:00:00.000","Trucks","13","48.999361","-110.215083","POINT (-110.215083 48.999361)"
"Neche","North Dakota","3404","US-Canada Border","2024-12-01T00:00:00.000","Trucks","606","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Pembina","North Dakota","3401","US-Canada Border","2024-12-01T00:00:00.000","Trains","82","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Derby Line","Vermont","0209","US-Canada Border","2024-12-01T00:00:00.000","Trucks","5984","45.005739","-72.099279","POINT (-72.099279 45.005739)"
"Northgate","North Dakota","3406","US-Canada Border","2024-12-01T00:00:00.000","Trucks","196","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Limestone","Maine","0118","US-Canada Border","2024-12-01T00:00:00.000","Trucks","72","46.924555","-67.789597","POINT (-67.789597 46.924555)"
"Vanceboro","Maine","0105","US-Canada Border","2024-12-01T00:00:00.000","Trains","37","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Roosville","Montana","3318","US-Canada Border","2024-12-01T00:00:00.000","Trucks","601","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"Morgan","Montana","3319","US-Canada Border","2024-12-01T00:00:00.000","Trucks","20","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Nogales","Arizona","2604","US-Mexico Border","2024-12-01T00:00:00.000","Trains","76","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Dunseith","North Dakota","3422","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1608","48.999277","-100.052166","POINT (-100.052166 48.999277)"
"Port Angeles","Washington","3007","US-Canada Border","2024-12-01T00:00:00.000","Trucks","35","48.121858","-123.430694","POINT (-123.430694 48.121858)"
"Jackman","Maine","0104","US-Canada Border","2024-12-01T00:00:00.000","Trucks","5153","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"St John","North Dakota","3405","US-Canada Border","2024-12-01T00:00:00.000","Trucks","42","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Trout River","New York","0715","US-Canada Border","2024-12-01T00:00:00.000","Trucks","834","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Sweetgrass","Montana","3310","US-Canada Border","2024-12-01T00:00:00.000","Trucks","12437","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Willow Creek","Montana","3325","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1","48.999972","-109.731333","POINT (-109.731333 48.999972)"
"Beecher Falls","Vermont","0206","US-Canada Border","2024-12-01T00:00:00.000","Trucks","579","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"San Luis","Arizona","2608","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","3755","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2024-12-01T00:00:00.000","Trucks","67879","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Lancaster","Minnesota","3430","US-Canada Border","2024-12-01T00:00:00.000","Trucks","278","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Sumas","Washington","3009","US-Canada Border","2024-12-01T00:00:00.000","Trucks","10353","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Fortuna","North Dakota","3417","US-Canada Border","2024-12-01T00:00:00.000","Trucks","49","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"Oroville","Washington","3019","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1816","49.000083","-119.461833","POINT (-119.461833 49.000083)"
"Norton","Vermont","0211","US-Canada Border","2024-12-01T00:00:00.000","Trucks","392","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Hidalgo","Texas","2305","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","56871","26.095032","-98.271092","POINT (-98.271092 26.095032)"
"Ogdensburg","New York","0701","US-Canada Border","2024-12-01T00:00:00.000","Trucks","2602","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Columbus","New Mexico","2406","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","1836","31.783742","-107.627948","POINT (-107.627948 31.783742)"
"Fort Kent","Maine","0110","US-Canada Border","2024-12-01T00:00:00.000","Trucks","165","47.249206","-68.603918","POINT (-68.603918 47.249206)"
"Hansboro","North Dakota","3415","US-Canada Border","2024-12-01T00:00:00.000","Trucks","8","48.999583","-99.346527","POINT (-99.346527 48.999583)"
"Vanceboro","Maine","0105","US-Canada Border","2024-12-01T00:00:00.000","Trucks","32","45.568761","-67.428541","POINT (-67.428541 45.568761)"
"Dalton Cache","Alaska","3106","US-Canada Border","2024-12-01T00:00:00.000","Trucks","73","59.450556","-136.361944","POINT (-136.361944 59.450556)"
"Sarles","North Dakota","3409","US-Canada Border","2024-12-01T00:00:00.000","Trucks","133","49.000027","-98.938361","POINT (-98.938361 49.000027)"
"Maida","North Dakota","3416","US-Canada Border","2024-12-01T00:00:00.000","Trucks","30","49.00025","-98.36525","POINT (-98.36525 49.00025)"
"Porthill","Idaho","3308","US-Canada Border","2024-12-01T00:00:00.000","Trucks","107","48.999861","-116.49925","POINT (-116.49925 48.999861)"
"Fort Fairfield","Maine","0107","US-Canada Border","2024-12-01T00:00:00.000","Trucks","321","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Hannah","North Dakota","3408","US-Canada Border","2024-12-01T00:00:00.000","Trucks","13","49.000138","-98.693777","POINT (-98.693777 49.000138)"
"Nogales","Arizona","2604","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","34816","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2024-12-01T00:00:00.000","Trains","130","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Baudette","Minnesota","3424","US-Canada Border","2024-12-01T00:00:00.000","Trucks","259","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Massena","New York","0704","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1513","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Grand Portage","Minnesota","3613","US-Canada Border","2024-12-01T00:00:00.000","Trucks","805","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"Port Huron","Michigan","3802","US-Canada Border","2024-12-01T00:00:00.000","Trucks","73465","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Westhope","North Dakota","3419","US-Canada Border","2024-12-01T00:00:00.000","Trucks","122","48.999611","-101.017277","POINT (-101.017277 48.999611)"
"Pinecreek","Minnesota","3425","US-Canada Border","2024-12-01T00:00:00.000","Trucks","3","48.999916","-95.977694","POINT (-95.977694 48.999916)"
"Otay Mesa","California","2506","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","76392","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"El Paso","Texas","2402","US-Mexico Border","2024-12-01T00:00:00.000","Trains","100","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Detroit","Michigan","3801","US-Canada Border","2024-12-01T00:00:00.000","Trucks","93695","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Eastport","Maine","0103","US-Canada Border","2024-12-01T00:00:00.000","Trucks","166","44.8594395785","-66.98007566","POINT (-66.98007566 44.8594395785)"
"Piegan","Montana","3316","US-Canada Border","2024-12-01T00:00:00.000","Trucks","138","48.998083","-113.378777","POINT (-113.378777 48.998083)"
"Alexandria Bay","New York","0708","US-Canada Border","2024-12-01T00:00:00.000","Trucks","13586","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"El Paso","Texas","2402","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","10755","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Tornillo","Texas","2404","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","1639","31.435334","-106.142669","POINT (-106.142669 31.435334)"
"Laurier","Washington","3016","US-Canada Border","2024-12-01T00:00:00.000","Trucks","388","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Norton","Vermont","0211","US-Canada Border","2024-12-01T00:00:00.000","Trains","11","45.010771","-71.793219","POINT (-71.793219 45.010771)"
"Sumas","Washington","3009","US-Canada Border","2024-12-01T00:00:00.000","Trains","20","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Warroad","Minnesota","3423","US-Canada Border","2024-12-01T00:00:00.000","Trucks","443","48.999","-95.376555","POINT (-95.376555 48.999)"
"Eagle Pass","Texas","2303","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","24923","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Antler","North Dakota","3413","US-Canada Border","2024-12-01T00:00:00.000","Trucks","45","48.999472","-101.296055","POINT (-101.296055 48.999472)"
"Alcan","Alaska","3104","US-Canada Border","2024-12-01T00:00:00.000","Trucks","565","62.614961","-141.001444","POINT (-141.001444 62.614961)"
"Northgate","North Dakota","3406","US-Canada Border","2024-12-01T00:00:00.000","Trains","20","48.998833","-102.27475","POINT (-102.27475 48.998833)"
"Bridgewater","Maine","0127","US-Canada Border","2024-12-01T00:00:00.000","Trucks","232","46.450335","-67.78484","POINT (-67.78484 46.450335)"
"International Falls","Minnesota","3604","US-Canada Border","2024-12-01T00:00:00.000","Trucks","1326","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Tecate","California","2505","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","4381","32.576428","-116.626216","POINT (-116.626216 32.576428)"
"Eastport","Idaho","3302","US-Canada Border","2024-12-01T00:00:00.000","Trucks","3589","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Boundary","Washington","3015","US-Canada Border","2024-12-01T00:00:00.000","Trains","21","49.00075","-117.627583","POINT (-117.627583 49.00075)"
"Sherwood","North Dakota","3414","US-Canada Border","2024-12-01T00:00:00.000","Trucks","235","48.999305","-101.627527","POINT (-101.627527 48.999305)"
"Santa Teresa","New Mexico","2408","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","11656","31.783939","-106.679437","POINT (-106.679437 31.783939)"
"Raymond","Montana","3301","US-Canada Border","2024-12-01T00:00:00.000","Trucks","992","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Turner","Montana","3306","US-Canada Border","2024-12-01T00:00:00.000","Trucks","28","48.999527","-108.387916","POINT (-108.387916 48.999527)"
"Presidio","Texas","2403","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","845","29.561827","-104.394907","POINT (-104.394907 29.561827)"
"Eagle Pass","Texas","2303","US-Mexico Border","2024-12-01T00:00:00.000","Trains","294","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Houlton","Maine","0106","US-Canada Border","2024-12-01T00:00:00.000","Trucks","6872","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Scobey","Montana","3309","US-Canada Border","2024-12-01T00:00:00.000","Trucks","30","48.999527","-105.407638","POINT (-105.407638 48.999527)"
"Detroit","Michigan","3801","US-Canada Border","2024-12-01T00:00:00.000","Trains","124","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Portal","North Dakota","3403","US-Canada Border","2024-12-01T00:00:00.000","Trucks","6999","48.998944","-102.551944","POINT (-102.551944 48.998944)"
"Sault Sainte Marie","Michigan","3803","US-Canada Border","2024-12-01T00:00:00.000","Trucks","2212","46.508611","-84.360833","POINT (-84.360833 46.508611)"
"Van Buren","Maine","0108","US-Canada Border","2024-12-01T00:00:00.000","Trucks","971","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Roma","Texas","2310","US-Mexico Border","2024-12-01T00:00:00.000","Trucks","3259","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Van Buren","Maine","0108","US-Canada Border","2024-12-01T00:00:00.000","Trains","41","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Blaine","Washington","3004","US-Canada Border","2024-12-01T00:00:00.000","Trains","173","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Calexico East","California","2507","US-Mexico Border","2024-12-01T00:00:00.000","Trains","18","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Frontier","Washington","3020","US-Canada Border","2024-12-01T00:00:00.000","Trucks","2088","49.0005","-117.831527","POINT (-117.831527 49.0005)"
"Calais","Maine","0115","US-Canada Border","2024-12-01T00:00:00.000","Trucks","4193","45.188548","-67.275381","POINT (-67.275381 45.188548)"
"Danville","Washington","3012","US-Canada Border","2024-12-01T00:00:00.000","Trucks","16","49.000083","-118.503722","POINT (-118.503722 49.000083)"
"San Luis","Arizona","2608","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","3389","32.485","-114.7822222","POINT (-114.7822222 32.485)"
"Detroit","Michigan","3801","US-Canada Border","2024-11-01T00:00:00.000","Trains","141","42.331685","-83.047924","POINT (-83.047924 42.331685)"
"Lancaster","Minnesota","3430","US-Canada Border","2024-11-01T00:00:00.000","Trucks","290","49.000194","-96.800527","POINT (-96.800527 49.000194)"
"Noonan","North Dakota","3420","US-Canada Border","2024-11-01T00:00:00.000","Trucks","102","48.999333","-103.004361","POINT (-103.004361 48.999333)"
"Maida","North Dakota","3416","US-Canada Border","2024-11-01T00:00:00.000","Trucks","117","49.00025","-98.36525","POINT (-98.36525 49.00025)"
"Raymond","Montana","3301","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1094","48.999194","-104.574333","POINT (-104.574333 48.999194)"
"Laurier","Washington","3016","US-Canada Border","2024-11-01T00:00:00.000","Trains","4","49.000083","-118.223777","POINT (-118.223777 49.000083)"
"Laredo","Texas","2304","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","244194","27.499561","-99.507412","POINT (-99.507412 27.499561)"
"Sumas","Washington","3009","US-Canada Border","2024-11-01T00:00:00.000","Trucks","10754","49.002388","-122.264805","POINT (-122.264805 49.002388)"
"Otay Mesa","California","2506","US-Mexico Border","2024-11-01T00:00:00.000","Trains","13","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Fort Fairfield","Maine","0107","US-Canada Border","2024-11-01T00:00:00.000","Trucks","537","46.765323","-67.789471","POINT (-67.789471 46.765323)"
"Highgate Springs","Vermont","0212","US-Canada Border","2024-11-01T00:00:00.000","Trains","17","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Massena","New York","0704","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1880","44.990556","-74.739722","POINT (-74.739722 44.990556)"
"Highgate Springs","Vermont","0212","US-Canada Border","2024-11-01T00:00:00.000","Trucks","7427","45.015414","-73.085037","POINT (-73.085037 45.015414)"
"Brownsville","Texas","2301","US-Mexico Border","2024-11-01T00:00:00.000","Trains","79","25.95155","-97.40067","POINT (-97.40067 25.95155)"
"Otay Mesa","California","2506","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","84118","32.55033","-116.938538","POINT (-116.938538 32.55033)"
"Eastport","Idaho","3302","US-Canada Border","2024-11-01T00:00:00.000","Trucks","3849","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"St John","North Dakota","3405","US-Canada Border","2024-11-01T00:00:00.000","Trucks","71","48.999277","-99.659111","POINT (-99.659111 48.999277)"
"Port Huron","Michigan","3802","US-Canada Border","2024-11-01T00:00:00.000","Trucks","83339","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Roma","Texas","2310","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","3416","26.403928","-99.018981","POINT (-99.018981 26.403928)"
"Calexico East","California","2507","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","36816","32.673389","-115.388018","POINT (-115.388018 32.673389)"
"Champlain Rouses Point","New York","0712","US-Canada Border","2024-11-01T00:00:00.000","Trucks","23105","45.0088325953","-73.4526634854","POINT (-73.4526634854 45.0088325953)"
"Kenneth G Ward","Washington","3023","US-Canada Border","2024-11-01T00:00:00.000","Trucks","3123","49.002277","-122.485027","POINT (-122.485027 49.002277)"
"Carbury","North Dakota","3421","US-Canada Border","2024-11-01T00:00:00.000","Trucks","94","48.999416","-100.555805","POINT (-100.555805 48.999416)"
"Nogales","Arizona","2604","US-Mexico Border","2024-11-01T00:00:00.000","Trains","70","31.332839","-110.942516","POINT (-110.942516 31.332839)"
"International Falls","Minnesota","3604","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1457","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Port Angeles","Washington","3007","US-Canada Border","2024-11-01T00:00:00.000","Trucks","2","48.121858","-123.430694","POINT (-123.430694 48.121858)"
"International Falls","Minnesota","3604","US-Canada Border","2024-11-01T00:00:00.000","Trains","280","48.6078","-93.401355","POINT (-93.401355 48.6078)"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2024-11-01T00:00:00.000","Trains","134","43.09549","-79.055847","POINT (-79.055847 43.09549)"
"Progreso","Texas","2309","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","3560","26.062133","-97.949958","POINT (-97.949958 26.062133)"
"Morgan","Montana","3319","US-Canada Border","2024-11-01T00:00:00.000","Trucks","26","48.999829","-107.831819","POINT (-107.831819 48.999829)"
"Eagle Pass","Texas","2303","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","24927","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Point Roberts","Washington","3017","US-Canada Border","2024-11-01T00:00:00.000","Trucks","573","49.0020555547","-123.068055556","POINT (-123.068055556 49.0020555547)"
"Rio Grande City","Texas","2307","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","4041","26.365761","-98.802513","POINT (-98.802513 26.365761)"
"Beecher Falls","Vermont","0206","US-Canada Border","2024-11-01T00:00:00.000","Trucks","716","45.013411","-71.505309","POINT (-71.505309 45.013411)"
"Sweetgrass","Montana","3310","US-Canada Border","2024-11-01T00:00:00.000","Trucks","12703","48.998388","-111.959611","POINT (-111.959611 48.998388)"
"Del Bonita","Montana","3322","US-Canada Border","2024-11-01T00:00:00.000","Trucks","99","48.998555","-112.78825","POINT (-112.78825 48.998555)"
"Roosville","Montana","3318","US-Canada Border","2024-11-01T00:00:00.000","Trucks","665","48.999638","-115.056027","POINT (-115.056027 48.999638)"
"Houlton","Maine","0106","US-Canada Border","2024-11-01T00:00:00.000","Trucks","7650","46.134879","-67.781288","POINT (-67.781288 46.134879)"
"Grand Portage","Minnesota","3613","US-Canada Border","2024-11-01T00:00:00.000","Trucks","895","48.001427","-89.58515","POINT (-89.58515 48.001427)"
"Pembina","North Dakota","3401","US-Canada Border","2024-11-01T00:00:00.000","Trucks","20117","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Ysleta","Texas","2401","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","55787","31.6731261376859","-106.335449846028","POINT (-106.335449846028 31.6731261376859)"
"Alexandria Bay","New York","0708","US-Canada Border","2024-11-01T00:00:00.000","Trucks","15329","44.347229","-75.983592","POINT (-75.983592 44.347229)"
"Baudette","Minnesota","3424","US-Canada Border","2024-11-01T00:00:00.000","Trucks","250","48.719109","-94.590467","POINT (-94.590467 48.719109)"
"Fortuna","North Dakota","3417","US-Canada Border","2024-11-01T00:00:00.000","Trucks","49","48.999555","-103.80925","POINT (-103.80925 48.999555)"
"El Paso","Texas","2402","US-Mexico Border","2024-11-01T00:00:00.000","Trains","107","31.764363","-106.451188","POINT (-106.451188 31.764363)"
"Neche","North Dakota","3404","US-Canada Border","2024-11-01T00:00:00.000","Trucks","713","49.000527","-97.557333","POINT (-97.557333 49.000527)"
"Port Huron","Michigan","3802","US-Canada Border","2024-11-01T00:00:00.000","Trains","243","42.998611","-82.423611","POINT (-82.423611 42.998611)"
"Pembina","North Dakota","3401","US-Canada Border","2024-11-01T00:00:00.000","Trains","98","49.000453","-97.237036","POINT (-97.237036 49.000453)"
"Skagway","Alaska","3103","US-Canada Border","2024-11-01T00:00:00.000","Trucks","150","59.629722","-135.164444","POINT (-135.164444 59.629722)"
"Ogdensburg","New York","0701","US-Canada Border","2024-11-01T00:00:00.000","Trucks","3126","44.7330898624","-75.4577501759","POINT (-75.4577501759 44.7330898624)"
"Van Buren","Maine","0108","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1105","47.159645","-67.930799","POINT (-67.930799 47.159645)"
"Trout River","New York","0715","US-Canada Border","2024-11-01T00:00:00.000","Trains","46","44.992058","-74.308172","POINT (-74.308172 44.992058)"
"Eagle Pass","Texas","2303","US-Mexico Border","2024-11-01T00:00:00.000","Trains","302","28.705483","-100.511977","POINT (-100.511977 28.705483)"
"Tornillo","Texas","2404","US-Mexico Border","2024-11-01T00:00:00.000","Trucks","1861","31.435334","-106.142669","POINT (-106.142669 31.435334)"
"Blaine","Washington","3004","US-Canada Border","2024-11-01T00:00:00.000","Trains","161","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Eastport","Idaho","3302","US-Canada Border","2024-11-01T00:00:00.000","Trains","118","49.000555","-116.181027","POINT (-116.181027 49.000555)"
"Blaine","Washington","3004","US-Canada Border","2024-11-01T00:00:00.000","Trucks","27279","48.994045","-122.748884","POINT (-122.748884 48.994045)"
"Jackman","Maine","0104","US-Canada Border","2024-11-01T00:00:00.000","Trucks","5389","45.805661","-70.396722","POINT (-70.396722 45.805661)"
"Antler","North Dakota","3413","US-Canada Border","2024-11-01T00:00:00.000","Trucks","39","48.999472","-101.296055","POINT (-101.296055 48.999472)"
"Madawaska","Maine","0109","US-Canada Border","2024-11-01T00:00:00.000","Trucks","1176","47.360052","-68.328684","POINT (-68.328684 47.360052)"
